D,1548157142,152320
D,1548157200,153600
D,1548157236,232192
D,1548157265,310272
D,1548157344,396032
D,1548157346,393216
D,1548157348,393216
D,1548157350,390656
D,1548157352,390656
D,1548157355,393984
D,1548157357,390400
D,1548157359,391936
D,1548157361,395520
D,1548157492,240640
D,1548157551,384512
D,1548157654,397056
D,1548157656,397312
D,1548157658,397568
D,1548157660,397568
D,1548157663,399104
D,1548157665,412160
D,1548392414,356096
D,1548392416,399104
D,1548392418,368128
D,1548392420,402432
D,1548392423,401920
D,1548392425,401408
D,1548392427,393728
D,1548392429,403968
D,1548392431,404480
D,1548392434,404480
D,1548392436,404992
D,1548392437,399616
D,1548392439,407296
D,1548392441,410112
D,1548392444,401152
D,1548392446,395776
D,1548392448,403968
D,1548392450,413440
D,1548392452,401664
D,1548392455,401920
D,1548392457,401920
D,1548392459,402944
D,1548392461,401920
D,1548392463,403200
D,1548392466,402176
D,1548392468,401152
D,1548392470,407296
